senseId	entryId	lemma	partOfSpeech	synsetId	subcat
awn4-s33f82a6f8abf	awn4-e6e23823181b2	مجتهد	a	awn4-02093261-a	
awn4-s33f867a19d96	awn4-eb418658dcda0	عشبة البيكريل	n	awn4-12630729-n	
awn4-s33f8cdd6361f	awn4-e2e55af32a0f4	قفز في المكان	n	awn4-00121467-n	
awn4-s33f97784c271	awn4-ef9c1b9437896	وَحَّدَ	v	awn4-01388112-v	
awn4-s33f9816b0e7d	awn4-e0384af923c79	أَسِيف	s	awn4-01365303-s	
awn4-s33f9b1007591	awn4-edfd12892e3dc	أَزَالَ الحِجَاب	v	awn4-01486108-v	
awn4-s33f9e98a1640	awn4-e43d75675ecc3	كَيِّس	s	awn4-00644482-s	
awn4-s33fa495adc25	awn4-e390e504bd9a4	ما بعد	n	awn4-07310125-n	
awn4-s33fa8626f67e	awn4-e3458a560b031	تدريب أساسي	n	awn4-00897378-n	
awn4-s33fa887fb7b8	awn4-e55817f9009b4	مناورة قوة	n	awn4-00789758-n	
awn4-s33fa9d683fa5	awn4-e33247bb27280	كبير الجزيئات	a	awn4-02913613-a	
awn4-s33faedf19034	awn4-eca5452638e0c	سيء التحديد	a	awn4-00701533-a	
awn4-s33fb34e22c8a	awn4-ea052df818931	اهتز	v	awn4-01882056-v	
awn4-s33fb3ee9ba34	awn4-e253aed79a655	ياقة القسيس	n	awn4-03045949-n	
awn4-s33fbae680c85	awn4-edab73d25f0ed	طَرَدَ بِالدُّخَان	v	awn4-02060778-v	
awn4-s33fbe44d7391	awn4-ea1f8257b1838	رقة	n	awn4-04918150-n	
awn4-s33fc90a2211d	awn4-e2671d6cdd42a	مُتَنَاقِض	s	awn4-02390712-s	
awn4-s33fcd6250a45	awn4-efbcc484669f2	سبوروبولوس	n	awn4-12160654-n	
awn4-s33fcda95c377	awn4-e5f73145b21fb	مفتاح الثلاثي	n	awn4-06875855-n	
awn4-s33fd1092a474	awn4-e6b3f214d4457	صندوق	n	awn4-02843139-n	
awn4-s33fd15979e37	awn4-ebd666baf0340	جنس بيلامكاندا	n	awn4-12436416-n	
awn4-s33fd39b46cd5	awn4-ef231be9e6a0b	تزهر	v	awn4-00256158-v	
awn4-s33fdd2a64f9c	awn4-e30cb4256e6d4	حراسة قضائية	n	awn4-14502904-n	
awn4-s33fdde551ec3	awn4-e80bfdf5d9e93	إبصار	n	awn4-05718807-n	
awn4-s33ff1c942bc3	awn4-e1d2298c114e4	سلسلة حاسمة	n	awn4-07480405-n	
awn4-s33ff408e6dc1	awn4-e30f78221459f	سباحة ترفيهية	n	awn4-00443377-n	
awn4-s33ffe4106dfb	awn4-e0c48ba397f72	أصل	n	awn4-08524579-n	
awn4-s3400cd66102e	awn4-eaf20e8423d5a	تَوَجَّهَ	v	awn4-01938963-v	
awn4-s3401e395665b	awn4-e9f9915e2a79a	نَظَّفَ	v	awn4-00035769-v	
awn4-s340222b95ec0	awn4-e8781ca43ceb1	مقياس الزمن	n	awn4-03030684-n	
awn4-s3402461530d3	awn4-ecbfc9bf0252a	نِسْبَة مِئَوِيَّة	n	awn4-13839738-n	
awn4-s3402dee9b64e	awn4-e77ada0c15b9c	مفاغرة معدية معوية	n	awn4-00676107-n	
awn4-s3402f529aabf	awn4-e26a7fd824a3a	روسو	n	awn4-11292679-n	
awn4-s3402f5ba8b3c	awn4-e3ebf99c13cb5	ورم شائكي ملتهب	n	awn4-14262579-n	
awn4-s3403bf877020	awn4-eef993017d47d	نَظِيف	a	awn4-00403220-a	
awn4-s3403dcad18da	awn4-e05e6ab21cdb4	منطقة ساحلية	n	awn4-08651258-n	
awn4-s34045313070a	awn4-ea414f2257eef	ثَمَرَة شَائِكَة	n	awn4-12056837-n	
awn4-s34048fa217ba	awn4-e67ed4ee5799c	عَدَم أَهْلِيَّة	n	awn4-04729649-n	
awn4-s3404b516ebe4	awn4-e14dc3b16a3f7	أحادية	n	awn4-04842259-n	
awn4-s34055f577b05	awn4-e4c9cf5e11358	كرينويد	n	awn4-02322779-n	
awn4-s3405735f2bae	awn4-ebe662e6f9fdf	آسيان	n	awn4-08504514-n	
awn4-s3406a6761ef5	awn4-e02b806ca2ec2	بيبلس	n	awn4-03920049-n	
awn4-s34070aaf57ee	awn4-e054e56ed479d	تعمير	n	awn4-13555811-n	
awn4-s34071a6da016	awn4-e06267471a7f9	رفع	n	awn4-01213829-n	
awn4-s34074922b866	awn4-ed814af61c89d	انتهك	v	awn4-01568253-v	
awn4-s340776fbe488	awn4-e158727df99e2	يَسَارِيّ	s	awn4-02038742-s	
awn4-s34080edcd7f7	awn4-e6978cc45f9d6	عرس	n	awn4-01039501-n	
awn4-s3408507ec81e	awn4-e49829b60367a	جذر خلفي	n	awn4-05432547-n	
awn4-s340888c0a511	awn4-e3943007751a5	حشوة مصبوبة	n	awn4-03577782-n	
awn4-s3408b3d13aac	awn4-e2562823e5b0e	غراب البحر	n	awn4-02648583-n	
awn4-s340969425baa	awn4-ee898c5295019	إعداد	n	awn4-05802702-n	
awn4-s340a504ef9eb	awn4-ec062ea084c90	وحدة نقدية فنزويلية	n	awn4-13688780-n	
awn4-s340a8064a2dd	awn4-eef2d3a58741e	مصير	n	awn4-14496806-n	
awn4-s340ad7ff382f	awn4-e50e017e24faf	سرطان	n	awn4-14263400-n	
awn4-s340b13c8c5f0	awn4-e45a54401cbbc	دفاع	n	awn4-06753339-n	
awn4-s340bd5191c97	awn4-ecf28957c4f74	توحش	n	awn4-00272723-n	
awn4-s340c53d7d8f1	awn4-e6596da6e6046	جَزَمَ	v	awn4-00965315-v	
awn4-s340c597e2aca	awn4-ee1e993617020	جذر الورد	n	awn4-12807033-n	
awn4-s340c7a083d85	awn4-ec58fe554a73c	دَهَاء	n	awn4-05162859-n	
awn4-s340c7cfb7416	awn4-eae144d2632de	فنان استعراضي	n	awn4-10435383-n	
awn4-s340ccbfe5e1c	awn4-e7c05ade092a7	سلتي	a	awn4-02969369-a	
awn4-s340d05b9fc03	awn4-e3fbc4f0e72a1	نقل عام	n	awn4-04025495-n	
awn4-s340d690184dc	awn4-ecd5b34694e03	أريكة	n	awn4-03120413-n	
awn4-s340d74eabde2	awn4-e2c51c0a9c7ba	استغلال الأطفال إباحيا	n	awn4-00748817-n	
awn4-s340dad2bc9db	awn4-eb63d9df3cd4e	نيتروسليلوز	n	awn4-14819163-n	
awn4-s340e23b7c98d	awn4-e7baecd0484c0	ضلوع قصيرة من الكتف	n	awn4-07672254-n	
awn4-s340f2b93871e	awn4-e1bc198331248	نيلة كاذبة	n	awn4-12524599-n	
awn4-s340f712b9f4d	awn4-e67a927d354a7	تَجْمِيعِيّ	s	awn4-00049903-s	
awn4-s34100993046c	awn4-edf0b3664e41f	سابقة	n	awn4-05829846-n	
awn4-s34102a71079c	awn4-ed7e3a4550caa	باص مستمر	n	awn4-07046043-n	
awn4-s341044ba23bd	awn4-e870a3392b3b9	وَاسِعُ المَعْرِفَة	s	awn4-02278811-s	
awn4-s341071099103	awn4-ec2377e40ff8c	يوهان شتراوس الثاني	n	awn4-11341423-n	
awn4-s3410b2ae44bd	awn4-e60e8ad4ca11f	جلّل	v	awn4-01338270-v	
awn4-s3410cba3321d	awn4-eab3d432a524c	نبات الثعبان	n	awn4-12501963-n	
awn4-s34119d14bdfa	awn4-ebf48f1a318d7	تريسترام	n	awn4-10570508-n	
awn4-s3411e4fcc25e	awn4-e53699490f476	سلطانية	n	awn4-02884182-n	
awn4-s3411fb6c37a7	awn4-e19bfe11f6ec7	خلل المزاج	n	awn4-14077199-n	
awn4-s34120558f4b4	awn4-e693c131ac2be	مُتَفَرِّد	s	awn4-02222756-s	
awn4-s34124cb982a2	awn4-e75f1537baf7c	شقة متصلة الغرف	n	awn4-04055061-n	
awn4-s3412892943f5	awn4-e28a4800f5976	متباين	a	awn4-01025539-a	
awn4-s3412da948fcd	awn4-e24c326b5600b	بقلق	r	awn4-00499160-r	
awn4-s3413823004f6	awn4-e2512fa183011	معقد	n	awn4-14841762-n	
awn4-s34138a5225bd	awn4-edcfe70788e2c	قليل السكاريد	n	awn4-14993432-n	
awn4-s341446b62abb	awn4-e19cd230a1265	سيركوبيثيسيدات	n	awn4-02486546-n	
awn4-s3414589fcdcf	awn4-ee30d2089a6a7	حلاقي	a	awn4-03137460-a	
awn4-s34146e5bc547	awn4-e971695012f60	تَقْلِيل مِن الشَّأْن	n	awn4-06731278-n	
awn4-s34152513b062	awn4-e68ed5b7dc20f	هنيهة	n	awn4-15271664-n	
awn4-s341580d75aea	awn4-ec554793d81c0	مُعَدَّل اللَّعِب فِي المَيْدَان	n	awn4-13840566-n	
awn4-s341666439550	awn4-e19ef1fd194d2	تَقْلِيدِيَّة	n	awn4-04808417-n	
awn4-s3416d09b37d2	awn4-e22b018b044e6	فلسطين	n	awn4-08816623-n	
awn4-s34170c0805eb	awn4-e1c94a516d3a5	يوديد الهيدروجين	n	awn4-14937429-n	
awn4-s3417aca2c8bc	awn4-e110b9735cb59	عُضْو مُنْتَظِم	n	awn4-10537176-n	
awn4-s3417b9c83eca	awn4-ef2118df7f80b	كَثَّفَ	v	awn4-00366928-v	
awn4-s3417bd25e9c9	awn4-e1cb4242b7b67	قناع أكسجين	n	awn4-03874541-n	
awn4-s3417cdaf6ca5	awn4-e240e53714c0e	كاكاليا	n	awn4-11963602-n	
awn4-s34184f7528f7	awn4-e1967266c3328	مُدْرِك	n	awn4-10259779-n	
awn4-s34186c13ab62	awn4-e86e4d8569265	فَتَرَ	v	awn4-00392844-v	
awn4-s341929c2c62a	awn4-e5a922daa6d34	تقشر	v	awn4-00357443-v	
awn4-s341979b45834	awn4-ea3470a844373	عتائق	n	awn4-01350224-n	
awn4-s3419eecc6148	awn4-e02ae3527e981	غلطة شنيعة	n	awn4-00077143-n	
awn4-s341a2a6df800	awn4-eaa7b42dbebea	لغة ماريكوبا	n	awn4-06935843-n	
awn4-s341a553a507b	awn4-e945e70e31ded	نَادَى	v	awn4-02434657-v	
awn4-s341a579b48bc	awn4-e793806ed27bc	صائت متوسط	n	awn4-92463294-n	
awn4-s341ad49ace1c	awn4-ece88f30793c8	فينتياس	n	awn4-11253585-n	
awn4-s341b38c461a9	awn4-e2655eca39cd8	مَقْبُول	s	awn4-01024325-s	
awn4-s341c4183af10	awn4-eb53b7a7f48b8	جنس وعلة	n	awn4-12626988-n	
awn4-s341c55a3352b	awn4-e91f403dca42d	طوق	v	awn4-01305783-v	
awn4-s341c59479add	awn4-e5d94265457db	كرز الدبوس	n	awn4-12668654-n	
awn4-s341ca17cfba1	awn4-e4a08390e783b	تَجَاوَزَ	v	awn4-00618188-v	
awn4-s341cfde1e37f	awn4-e4617660b0e10	لغة ديغينيو	n	awn4-06935458-n	
awn4-s341d014837c0	awn4-ec49faac3ecb1	مُراقِب	n	awn4-10789727-n	
awn4-s341d6eec4133	awn4-e544fbf1ed44a	وجبة خفيفة	n	awn4-07589991-n	
awn4-s341d719945cd	awn4-ed14f4a3ea02d	فصيلة الدم O	n	awn4-05408572-n	
awn4-s341dccd12629	awn4-ecb178565f3ed	ظرف مجرد	n	awn4-92462266-n	
awn4-s341dffec098a	awn4-e7c2e14a30cc5	مُرْتَجَل	s	awn4-00313416-s	
awn4-s341e7daf412a	awn4-edcbf3ae44cdb	مَالِك لِلْعَقَارَات	s	awn4-00262468-s	
awn4-s341e8683644e	awn4-e526bdb997b0a	جرذ الخشب داكن القدمين	n	awn4-02341934-n	
awn4-s341ea3ca8f4c	awn4-e53b398c532c3	رَوَّجَ	v	awn4-00973492-v	
awn4-s341ecccfd5cb	awn4-e7280e15d11b0	كشط	n	awn4-00151582-n	
awn4-s341f498907c6	awn4-ecb6ac64738c8	تنوع	n	awn4-05200606-n	
awn4-s3420381e8a40	awn4-e7679df16dc1a	طلى بالبيض	v	awn4-01264055-v	
awn4-s342144d01d7b	awn4-eb6ad08c8e39f	شجرة نيتا	n	awn4-11784094-n	
awn4-s34214975d3ed	awn4-edc3e0b3bf7e1	مُرُونَة	n	awn4-04741512-n	
awn4-s342162e1542e	awn4-ea36df2566bce	بناء جاهز	n	awn4-00928283-n	
awn4-s3421979b2928	awn4-e18b9163222da	ماش	n	awn4-12598760-n	
awn4-s34223de686e3	awn4-e04e58c868297	عصا سحرية	n	awn4-04556915-n	
awn4-s342287460222	awn4-e789d952bdce3	بإهمال	r	awn4-00410919-r	
awn4-s3422bd9f3bbb	awn4-e5415888045a4	معركة تراسيمينو	n	awn4-01300469-n	
awn4-s342337dbfd2e	awn4-ebcebcb32e8bc	مُشاة	n	awn4-10431800-n	
awn4-s34233b62f82e	awn4-e4ab663104af6	مرسوم بقلم رصاص	a	awn4-03163722-a	
awn4-s3423606ea2dd	awn4-e6099dd51e1fc	عَدَّلَ	v	awn4-00300122-v	
awn4-s342389642ac1	awn4-e9c9e53ca10fe	سنط أصفر اللحاء	n	awn4-11778952-n	
awn4-s342490f9c9b7	awn4-e31887faba3cb	أزال السموم	v	awn4-00079541-v	
awn4-s3424e616e746	awn4-e58c1937b49c7	مَفْهُومِيّ	s	awn4-00727354-s	
awn4-s34252d7075e7	awn4-ecbadb3da905a	حاخامية	n	awn4-08130876-n	
awn4-s34258b27dacf	awn4-e9834362a59eb	نَحِيل طَوِيل	s	awn4-02394060-s	
awn4-s34261fabd71d	awn4-ee9efad8de31c	الإنترناسيونال	n	awn4-07050514-n	
awn4-s342625d7825b	awn4-ec30e3dad529c	غَيْر مُلِمّ	s	awn4-00193838-s	
awn4-s3426549c1fac	awn4-ea8e57b46f38e	شقائق النعمان البحرية	n	awn4-01917250-n	
awn4-s34265ffa6f9e	awn4-e2cdaa56487e6	مقياس فهرنهايت	n	awn4-13875017-n	
awn4-s3426816f7e7b	awn4-e4cfeced54ab6	شره	n	awn4-00748969-n	
awn4-s34268740408e	awn4-e68b05c5a6023	متحكم (في الإخراج)	a	awn4-00594510-a	
awn4-s3426dd7a31e0	awn4-eb4b8dea98228	نقى	v	awn4-00475423-v	
awn4-s342708ce1498	awn4-e5794a03007b0	طائفة المريمات	n	awn4-01928110-n	
awn4-s342760ffb373	awn4-ebd60ffecb2c8	مفرد (البتلات)	a	awn4-02228429-a	
awn4-s342764645f9c	awn4-e1b5a50ba0868	غنت	n	awn4-08870492-n	
awn4-s34276ec919f0	awn4-e051678e5cd74	يعيد المباراة	v	awn4-01083394-v	
awn4-s342772496b34	awn4-e7e6461768e1f	أكل الجيف	n	awn4-00844080-n	
awn4-s34277a53a787	awn4-e25c4ad19def4	يُونْغِيّ	n	awn4-10246836-n	
awn4-s3428b715931b	awn4-e765bf22822b8	حليب الشيطان	n	awn4-12939570-n	
awn4-s3428c26c403e	awn4-e5a74412c5c23	ينجز	v	awn4-01164263-v	
awn4-s3428ec8d737d	awn4-e3cdcd09e7d3a	مُنْغَمِس فِي المَلَذَّات	s	awn4-01301656-s	
awn4-s3428f1b6bbb4	awn4-ebf2074178b12	فَنِّيّ	s	awn4-00486058-s	
awn4-s3429b65b2255	awn4-eeb6798e5ac25	رياح عكسية تجارية	n	awn4-11540553-n	
awn4-s3429d71d2db0	awn4-efed01153b847	مأوى الجرس	n	awn4-02828820-n	
awn4-s342a1b2c47fc	awn4-e03446565eefa	نائب ملكي	a	awn4-03140766-a	
awn4-s342a4e9ec4d2	awn4-e345da6dc74dd	مُتتبَّع	a	awn4-02462670-a	
awn4-s342aaff3b28d	awn4-e5071a52b98e5	حد	v	awn4-02716547-v	
awn4-s342b09131839	awn4-ee473b095939a	مخطط	n	awn4-05910921-n	
awn4-s342b0de4848d	awn4-ebb430e9f0fe2	لِلْعُيُون فَقَط	s	awn4-00417062-s	
awn4-s342b5180407b	awn4-e26b90e7397ff	إيثار	n	awn4-04840507-n	
awn4-s342b85b7c872	awn4-ebf08f5145052	مفوض	n	awn4-10020380-n	
awn4-s342bf55d8000	awn4-e669b6338b8c1	نَصَبَ	v	awn4-01986880-v	
awn4-s342c089d154b	awn4-e041068c5fa81	وَاسِعُ الْقِرَاءَة	s	awn4-01311214-s	
awn4-s342cf4a3c903	awn4-e923345a6bee3	حاشية مزخرفة	n	awn4-03861855-n	
awn4-s342cf6462f91	awn4-e4da1bdc9235c	إعسار	n	awn4-14501875-n	
awn4-s342d12d29d34	awn4-edb7db48f6779	سلم ثماني	n	awn4-92441675-n	
awn4-s342d2d370449	awn4-e4452d75939e6	صرصور الشجر الثلجي	n	awn4-02233286-n	
awn4-s342d302b010f	awn4-e37b75a21b4b6	مُسْتَقِلّ	s	awn4-00525676-s	
awn4-s342d66043731	awn4-edbb508f71f5b	غمر	v	awn4-01584919-v	
awn4-s342d70fc2545	awn4-ec7204dfd1128	درجات الحبال	n	awn4-04062973-n	
awn4-s342de42b090f	awn4-e595fce6f598e	مكتب الجمارك	n	awn4-08159972-n	
awn4-s342e386b8d84	awn4-ee028e89e6442	نَظَّفَ بالفرشاة	v	awn4-01246373-v	
awn4-s342e4db4b151	awn4-e81acee628786	تفكك	n	awn4-14441507-n	
awn4-s342f86a8e29c	awn4-e8b7a38df52b4	مشبك الأذن	n	awn4-92447807-n	
awn4-s342fa4cd27e8	awn4-e5db06ccf5193	جورج دو مورييه	n	awn4-10965040-n	
awn4-s342ff52497b6	awn4-e5f3b35fe5bdb	إعفاء	n	awn4-00214770-n	
awn4-s34305db05ea0	awn4-e935bec7bda55	تخدير	n	awn4-01269628-n	
awn4-s343078dae4e5	awn4-e69b692c8c4f5	ذَكَّرَ	v	awn4-00567646-v	
awn4-s3430cdfa6b4b	awn4-eebe7a4372391	شمع الكرنوبا	n	awn4-12609345-n	
awn4-s3430e920150c	awn4-e1cefa9b51cf9	صريمة الجدي اليابانية	n	awn4-12696637-n	
awn4-s34311635aeb2	awn4-ecf4c12c021f2	هايمان ريكوفر	n	awn4-11281976-n	
awn4-s343141e3a7a3	awn4-e95b8458d4800	فصيلة الكلافاريات	n	awn4-13006389-n	
awn4-s34317e03b089	awn4-eecbf7d114e82	برج	n	awn4-04467365-n	
awn4-s34319795a07e	awn4-ec4d227d2266b	كَبَحَ	v	awn4-00153784-v	
awn4-s34320208acc3	awn4-ebfdb00e2bb47	جون سميث	n	awn4-11325397-n	
awn4-s34327efec908	awn4-e97827b0cc0bd	نظام ترميز	n	awn4-06365164-n	
awn4-s343280f22ea2	awn4-e32f6e7118cb8	رَهِيف	s	awn4-01843987-s	
awn4-s343375177429	awn4-e4976696f20c7	نابو	n	awn4-09542731-n	
awn4-s3433ce147674	awn4-e924ae140c8c3	أَخْرَجَ	v	awn4-01314921-v	
awn4-s343537bd4b78	awn4-e8de633443742	قَاعِدَة	n	awn4-13812924-n	
awn4-s34359b7c7c88	awn4-efa2757ae5bf0	رَتَّلَ	v	awn4-01051609-v	
awn4-s3435a1ac119b	awn4-eb0476f42420d	يومياً	r	awn4-00081836-r	
awn4-s3435a256ffd3	awn4-e75588147f771	قانون تجاري	n	awn4-08472048-n	
awn4-s3435d0f3a29c	awn4-e050cdaac2633	ستيغليتز	n	awn4-11338343-n	
awn4-s343691cc813d	awn4-eabed50179727	جنس الديلونيكس	n	awn4-12515134-n	
awn4-s3437b0cbcf84	awn4-e7095fa7be155	انضغاط	n	awn4-14600876-n	
awn4-s3437b0f0f1da	awn4-ecb89623050c8	فريق بحري	n	awn4-10770456-n	
awn4-s3437cdce127e	awn4-e9fa534d74f31	حظ جيد	n	awn4-11438574-n	
awn4-s3437f637efd6	awn4-ea6ec97156841	كالوكاربوم	n	awn4-12794094-n	
awn4-s3438323f7bb4	awn4-ecc27851a8771	بوقاحة	r	awn4-00220161-r	
awn4-s3438677b36fd	awn4-ea211d2eab0bf	حصر الإرث	n	awn4-13309965-n	
awn4-s34387170acf6	awn4-e2bac4d8de342	باحثة أكاديمية	n	awn4-88759442-n	
awn4-s343972c5ddb4	awn4-e0abdac3deefa	كَامِد	s	awn4-00406827-s	
awn4-s343a0ec2bc5b	awn4-e6612b91c0c10	وقت العمل	n	awn4-15143170-n	
awn4-s343a8f664d06	awn4-ec77c1441cba0	حدب	n	awn4-07520446-n	
awn4-s343a93d0ce41	awn4-eabf67431b4dc	بتيروكاربوس أنغولنسيس	n	awn4-12585607-n	
awn4-s343b428d48b4	awn4-e5ef1f8c421fe	كوبولا	n	awn4-10930057-n	
awn4-s343bf347ab33	awn4-e06f20f9bb34e	كلمة متعددة المقاطع	n	awn4-06313073-n	
awn4-s343c51089ce6	awn4-e56cbb3370540	بلا إنسانية	r	awn4-00361234-r	
awn4-s343c76824fee	awn4-e0cc6f4b20543	شمال	n	awn4-08578618-n	
awn4-s343d2cde7475	awn4-e2a0308aa38b5	ثعبان الماء الشائع	n	awn4-01740113-n	
awn4-s343d4a873510	awn4-eac84eac8f7a2	ساراسين	n	awn4-10571631-n	
awn4-s343d7865ffc7	awn4-e6873455b26ac	تسلل	n	awn4-00292969-n	
awn4-s343d8b0fcffe	awn4-e7670f7658a01	مُوَاطِن أَصْلِيّ	n	awn4-09644402-n	
awn4-s343dbcb1b732	awn4-eaed59fb5f3e3	ساسفي المروج	n	awn4-12048127-n	
awn4-s343dde4ca872	awn4-e0284dd3c9336	عشبة الجدول	n	awn4-12117080-n	
awn4-s343f0e168791	awn4-e6b11212756ef	لغز	n	awn4-04034791-n	
awn4-s343fb3179d35	awn4-e647845e76311	بِفُحْش	r	awn4-00248805-r	
awn4-s343fb4c96349	awn4-eda85b6b0c070	فجور	n	awn4-04835985-n	
awn4-s344013d228d7	awn4-e7d7ff2eec18f	اقتصد	v	awn4-02273988-v	
awn4-s3440a3a1470f	awn4-e78b88997dcdc	عالم ثدييات	n	awn4-10306686-n	
awn4-s3440f2f50329	awn4-ee4b53a2df666	مهبل	n	awn4-05528762-n	
awn4-s3441a51edf37	awn4-e2e9de863ef73	مُنْقَسِمٌ ثُنَائِيًّا	s	awn4-02490539-s	
awn4-s3441bcd6bf19	awn4-e01f96805205c	مُمَوَّه	s	awn4-02527770-s	
awn4-s3442a87144a0	awn4-e2f8829d6ca26	شح البول	n	awn4-14530750-n	
awn4-s344380efdfaf	awn4-ec12ad784e8ed	فَهِمَ	v	awn4-00636568-v	
awn4-s34438e559dc7	awn4-ed256c0cd3003	لاَمَ	v	awn4-00827636-v	
awn4-s3443e1353163	awn4-eb0585d61d8ef	أرومة ضخمة	n	awn4-05457373-n	
awn4-s34441ededaba	awn4-e7067dbea239d	اِسْتِكْشَافِيّ	a	awn4-00093786-a	
awn4-s3444964b158e	awn4-e52dbcdcdfd36	روبرت موريس	n	awn4-11211838-n	
awn4-s3444b56bea1d	awn4-e79afcfa77585	كتابي	a	awn4-02804947-a	
awn4-s3444cc795960	awn4-e7681804b1927	صدمة ثقافية	n	awn4-05692054-n	
awn4-s3444cd61ae7f	awn4-eca2b692d6852	ناستيكا	n	awn4-92441915-n	
awn4-s34459a378bdd	awn4-ec5bebeac2312	استخلاص	n	awn4-92446533-n	
awn4-s34463cf4f4c7	awn4-e24147378328a	فَتِيّ	s	awn4-00821577-s	
awn4-s3446412a92df	awn4-ed8337afa1920	حضيض	n	awn4-08635954-n	
awn4-s3446493795d2	awn4-e36a8d0159483	خط عمودي	n	awn4-13893319-n	
awn4-s34467361f6cc	awn4-e506b38cfc4e3	حدس	v	awn4-02112042-v	
awn4-s3446796e5ffb	awn4-e061f5349ebaa	ذَابِل	s	awn4-00886587-s	
awn4-s3446adf44236	awn4-e54d549c40c73	ضجة	n	awn4-00556175-n	
awn4-s3446e54e8891	awn4-eed987822b9ed	باس	n	awn4-02568204-n	
awn4-s3447eea45f76	awn4-e2050ffc5898c	حماسة	n	awn4-05678187-n	
awn4-s34489ac6e27d	awn4-e79fb5eb8b1f0	حياة واقعية	n	awn4-05818276-n	
awn4-s3448a57c8906	awn4-e170d24ff43da	سرج	n	awn4-09441688-n	
awn4-s3448e63e277a	awn4-e645d15608c6e	قُنَيْبَة	n	awn4-13175890-n	
awn4-s344944040923	awn4-ec383f85c2840	نَذْر	n	awn4-07243411-n	
awn4-s34494441848f	awn4-e86eabefa1ba6	موصول بدرزة	a	awn4-02261720-a	
awn4-s344a94c348c2	awn4-ee90d26be37ac	تريكو	n	awn4-03716176-n	
awn4-s344a9ebf9330	awn4-ef121b31357bd	تحول سكاني	n	awn4-07374520-n	
awn4-s344a9efcb431	awn4-e6aa0896fcef8	قصصي	a	awn4-03055845-a	
awn4-s344ad337cd1b	awn4-e482def083d12	أوج أرضي	n	awn4-08512430-n	
awn4-s344c1c94c7b8	awn4-e385477984d21	خس الساق	n	awn4-12007818-n	
awn4-s344c51203b89	awn4-eff02756eea20	طيطوي منقط	n	awn4-02029729-n	
awn4-s344c812e3bd8	awn4-e6fd2b913afb4	نصف ساعة	n	awn4-15252958-n	
awn4-s344d1479822e	awn4-e0c5810b2d0a5	أوبليون	n	awn4-01772722-n	
awn4-s344da3d8cbd1	awn4-edd1633e4a0be	عربة الحليب	n	awn4-03771002-n	
awn4-s344de84308d1	awn4-e77127be7dab1	سهل تحاتي	n	awn4-09411546-n	
awn4-s344def2abe28	awn4-e98ce5160ac93	هلاك أبدي	n	awn4-14482041-n	
awn4-s344e6a69d6db	awn4-e1262b557a49a	رئيس شمامسة	a	awn4-02650423-a	
awn4-s344e82f51730	awn4-e015faaaab75c	انكسر طرفه	v	awn4-01262255-v	
awn4-s344f2e8f6d51	awn4-ed1f385d5ac73	البوابة الذهبية	n	awn4-09312819-n	
awn4-s344f91405246	awn4-ee288ad8f1f35	غلظة	n	awn4-04922639-n	
awn4-s3450213877e6	awn4-ec62daceff52c	غير فوار	a	awn4-02285234-a	
awn4-s34502a90d151	awn4-ec26abfbbea0a	تهجئة بالأصابع	n	awn4-06888933-n	
awn4-s34507ed3803f	awn4-e46d67a244288	موصل	n	awn4-03093163-n	
awn4-s3450b5070956	awn4-e960da7707f9d	عضوياً	r	awn4-00114218-r	
awn4-s3450c00beac4	awn4-e6781d845f5a6	المضارع التاريخي	n	awn4-06340902-n	
awn4-s3451277ae936	awn4-ed0303e03b05e	علم بالغيب	n	awn4-05928025-n	
awn4-s3451a623316a	awn4-ea059a2a60adc	أفريقي جنوب الصحراء	a	awn4-02815600-a	
awn4-s3451b64a3504	awn4-e2462517adcd4	لوثرية	n	awn4-06240321-n	
awn4-s34521612bb3b	awn4-edf0e33d67483	وَطَنِيّ	s	awn4-01042014-s	
awn4-s345274d896aa	awn4-eabf1f7805d3f	نحاس المحامل	n	awn4-14798150-n	
awn4-s34527a86af4c	awn4-ecbba92e7271a	ساركومة كابوزي	n	awn4-14264257-n	
awn4-s3453260c5be2	awn4-ea09c9448d2e7	مُجْتَهِد	s	awn4-00310936-s	
awn4-s3453fcb9f3aa	awn4-ea590e34552d4	زخرفة سلكية	n	awn4-03342767-n	
awn4-s345408e02a16	awn4-ea024f4624336	كوبية كبيرة الأوراق	n	awn4-12809614-n	
awn4-s34545f102bc2	awn4-ed2023d767b70	أمر حضور	n	awn4-07183749-n	
awn4-s3454811ba225	awn4-ecb65b11a06ca	يحيط	v	awn4-01469999-v	
awn4-s34551a3a1779	awn4-e3cb124160af8	ثُنَائِيّ التَّفْصِيص الرِّيشِيّ	s	awn4-02179709-s	
awn4-s3455a3c67006	awn4-ede4c43bdac20	سيبراني	a	awn4-03069212-a	
awn4-s3455e14541ef	awn4-e963cc99f0c9a	شرق ساسكس	n	awn4-08903536-n	
awn4-s34560e887b10	awn4-e940d520a9045	ملابس رجالية	n	awn4-03751821-n	
awn4-s34568fa4d535	awn4-e776744286913	علاج الإدمان	n	awn4-00700573-n	
awn4-s3456bc5d00b7	awn4-e44346ae153e3	ألبيتي	a	awn4-02620677-a	
awn4-s3457a0fb4a0e	awn4-e94eb44445178	حَرَّكَ دَائِرِيًّا	v	awn4-02046733-v	
